system:index,20181213T184759_20181213T185036_T10SGD_nd,20181228T184801_20181228T185119_T10SGD_nd,20190102T184759_20190102T184755_T10SGD_nd,20190127T184631_20190127T184813_T10SGD_nd,20190206T184541_20190206T184551_T10SGD_nd,20190211T184509_20190211T184736_T10SGD_nd,20190216T184431_20190216T185252_T10SGD_nd,20190313T184139_20190313T184802_T10SGD_nd,20190318T184101_20190318T184915_T10SGD_nd,20190328T184031_20190328T184740_T10SGD_nd,20190402T183929_20190402T185331_T10SGD_nd,20190407T183921_20190407T184454_T10SGD_nd,20190412T183929_20190412T185208_T10SGD_nd,20190417T183921_20190417T184909_T10SGD_nd,20190422T183929_20190422T185118_T10SGD_nd,20190502T183929_20190502T185428_T10SGD_nd,20190507T183921_20190507T185033_T10SGD_nd,20190517T183921_20190517T184620_T10SGD_nd,20190527T183921_20190527T184435_T10SGD_nd,20190701T183929_20190701T185323_T10SGD_nd,20190711T183929_20190711T185306_T10SGD_nd,20190716T183921_20190716T184625_T10SGD_nd,20190726T183921_20190726T184401_T10SGD_nd,20190731T183929_20190731T185232_T10SGD_nd,20190810T183929_20190810T185141_T10SGD_nd,20190820T183929_20190820T184911_T10SGD_nd,20190830T183919_20190830T184456_T10SGD_nd,20190904T183921_20190904T184852_T10SGD_nd,20190909T183919_20190909T184421_T10SGD_nd,20190914T184001_20190914T184553_T10SGD_nd,20190919T184039_20190919T185003_T10SGD_nd,20190924T184111_20190924T185054_T10SGD_nd,20190929T184139_20190929T184734_T10SGD_nd,20191004T184221_20191004T185418_T10SGD_nd,20191014T184331_20191014T184637_T10SGD_nd,20191024T184441_20191024T185241_T10SGD_nd,20191029T184509_20191029T185301_T10SGD_nd,20191103T184541_20191103T184536_T10SGD_nd,20191108T184559_20191108T184559_T10SGD_nd,20191118T184649_20191118T184834_T10SGD_nd,20191123T184711_20191123T184827_T10SGD_nd,20191213T184751_20191213T185015_T10SGD_nd,20191228T184759_20191228T185005_T10SGD_nd,20200112T184731_20200112T184730_T10SGD_nd,20200127T184629_20200127T185423_T10SGD_nd,20200201T184611_20200201T185209_T10SGD_nd,20200206T184539_20200206T185139_T10SGD_nd,20200211T184511_20200211T185336_T10SGD_nd,20200216T184439_20200216T184825_T10SGD_nd,20200226T184329_20200226T185152_T10SGD_nd,20200302T184251_20200302T184745_T10SGD_nd,20200327T183929_20200327T184635_T10SGD_nd,20200401T183921_20200401T185234_T10SGD_nd,20200411T183921_20200411T185241_T10SGD_nd,20200416T183919_20200416T185317_T10SGD_nd,20200421T183921_20200421T184607_T10SGD_nd,20200501T183921_20200501T184410_T10SGD_nd,20200511T183921_20200511T184904_T10SGD_nd,20200521T183921_20200521T184912_T10SGD_nd,20200610T183921_20200610T184818_T10SGD_nd,20200615T183919_20200615T185219_T10SGD_nd,20200630T183921_20200630T184506_T10SGD_nd,20200705T183919_20200705T185136_T10SGD_nd,20200720T183921_20200720T184636_T10SGD_nd,20200814T183919_20200814T184525_T10SGD_nd,20200819T183921_20200819T184459_T10SGD_nd,20200903T183919_20200903T184742_T10SGD_nd,20201003T184129_20201003T184314_T10SGD_nd,20201013T184329_20201013T184519_T10SGD_nd,20201018T184411_20201018T185213_T10SGD_nd,20201028T184511_20201028T184911_T10SGD_nd,20201112T184629_20201112T185056_T10SGD_nd,20201122T184709_20201122T184707_T10SGD_nd,20201127T184731_20201127T184935_T10SGD_nd,20201202T184739_20201202T184738_T10SGD_nd,20201207T184751_20201207T185023_T10SGD_nd,20201222T184759_20201222T184802_T10SGD_nd,20201227T184801_20201227T185021_T10SGD_nd,20210101T184759_20210101T184756_T10SGD_nd,20210111T184739_20210111T184945_T10SGD_nd,20210116T184721_20210116T184838_T10SGD_nd,20210121T184659_20210121T185015_T10SGD_nd,20210126T184641_20210126T184719_T10SGD_nd,20210205T184541_20210205T184548_T10SGD_nd,20210210T184519_20210210T184514_T10SGD_nd,20210220T184409_20210220T185436_T10SGD_nd,20210225T184331_20210225T185119_T10SGD_nd,20210302T184259_20210302T184946_T10SGD_nd,20210322T183939_20210322T184948_T10SGD_nd,20210327T184001_20210327T184729_T10SGD_nd,20210401T183919_20210401T184709_T10SGD_nd,20210406T183911_20210406T185242_T10SGD_nd,20210416T183911_20210416T185218_T10SGD_nd,20210526T183921_20210526T185305_T10SGD_nd,class,level_2,notes,.geo
00000000000000000000,0.6973399738434852,0.6555456554875367,0.6491883827631448,0.4881191159789399,0.48464166240638556,0.5031318474111104,0.4805340959342623,0.55680247218177,0.5779931040106138,0.6961334867347676,0.7283870974054187,0.7411083071297855,0.7527634352664342,0.7667754289057317,0.2065628219128488,0.7851187556248562,0.7590829742714428,0.7785997140380266,0.8233527404232163,0.379424048586082,,,,,0.25951247105988506,,,0.2400837478239469,0.7901216096743546,0.7690148967780254,0.7920818405246143,0.7664409959155896,0.7555889764778781,0.8202566064623565,0.6988051056789455,0.7916848052591245,0.7619432923634237,0.7613995651840235,0.7162521503818092,0.7351666609919945,0.6827434621490835,0.17028489500666014,0.6274018289192395,0.5586200092197304,0.5166292384809128,0.5180540211045938,0.5180075455308271,0.5242501366188594,0.529513287225211,0.57631296251497,0.6302293571632802,0.7204170666935775,0.7507179533633024,0.7632673258914676,0.5357009146090074,0.7574362658825936,0.7568727104967545,0.7614662723005787,0.7547449711309109,0.7900849500079057,0.7767129650922675,,0.7796862260752101,0.7978477847254718,0.8192723428696035,0.286451952079764,,0.4675528894922471,0.8099324832613651,,0.7878546278094002,0.7605017229210211,0.7109894956146952,0.7228124525401722,0.7234945108919262,0.6673492667564968,0.6159883821206238,0.5982832764767587,0.6019351605369074,0.5545563352242967,0.5064314050653959,0.4928602695482702,0.5112503708058936,0.5037250062123217,0.5049068340890062,0.5408335407357328,0.5721919271159442,0.5977837149778481,0.7165967273438412,0.7677049963913996,0.7864485609083826,0.8041207361077546,0.8308031361281879,0.11510187328751058,R,SalLae,home polygon,"{""type"":""Polygon"",""coordinates"":[[[-120.62509120493961,34.961613042124846],[-120.62433314477141,34.961613055588415],[-120.62341909511298,34.96167098740858],[-120.62317822660783,34.96167100585759],[-120.62233105752357,34.9624558265757],[-120.62172905576766,34.9629150986697],[-120.62076144033612,34.96335652609081],[-120.62083280694591,34.96381578925357],[-120.6215506843254,34.963695453393036],[-120.62225521494078,34.963686473760674],[-120.62276355249175,34.96359288913872],[-120.62306683354669,34.96340557904922],[-120.62349037243958,34.963200466269555],[-120.6244446244936,34.96297307460469],[-120.62498420251252,34.962701007112386],[-120.62509120493961,34.961613042124846]]]}"
