system:index,20181213T184759_20181213T185036_T10SGD_nd,20181228T184801_20181228T185119_T10SGD_nd,20190102T184759_20190102T184755_T10SGD_nd,20190127T184631_20190127T184813_T10SGD_nd,20190206T184541_20190206T184551_T10SGD_nd,20190211T184509_20190211T184736_T10SGD_nd,20190216T184431_20190216T185252_T10SGD_nd,20190313T184139_20190313T184802_T10SGD_nd,20190318T184101_20190318T184915_T10SGD_nd,20190328T184031_20190328T184740_T10SGD_nd,20190402T183929_20190402T185331_T10SGD_nd,20190407T183921_20190407T184454_T10SGD_nd,20190412T183929_20190412T185208_T10SGD_nd,20190417T183921_20190417T184909_T10SGD_nd,20190422T183929_20190422T185118_T10SGD_nd,20190502T183929_20190502T185428_T10SGD_nd,20190507T183921_20190507T185033_T10SGD_nd,20190517T183921_20190517T184620_T10SGD_nd,20190527T183921_20190527T184435_T10SGD_nd,20190701T183929_20190701T185323_T10SGD_nd,20190711T183929_20190711T185306_T10SGD_nd,20190716T183921_20190716T184625_T10SGD_nd,20190726T183921_20190726T184401_T10SGD_nd,20190731T183929_20190731T185232_T10SGD_nd,20190810T183929_20190810T185141_T10SGD_nd,20190820T183929_20190820T184911_T10SGD_nd,20190830T183919_20190830T184456_T10SGD_nd,20190904T183921_20190904T184852_T10SGD_nd,20190909T183919_20190909T184421_T10SGD_nd,20190914T184001_20190914T184553_T10SGD_nd,20190919T184039_20190919T185003_T10SGD_nd,20190924T184111_20190924T185054_T10SGD_nd,20190929T184139_20190929T184734_T10SGD_nd,20191004T184221_20191004T185418_T10SGD_nd,20191014T184331_20191014T184637_T10SGD_nd,20191024T184441_20191024T185241_T10SGD_nd,20191029T184509_20191029T185301_T10SGD_nd,20191103T184541_20191103T184536_T10SGD_nd,20191108T184559_20191108T184559_T10SGD_nd,20191118T184649_20191118T184834_T10SGD_nd,20191123T184711_20191123T184827_T10SGD_nd,20191213T184751_20191213T185015_T10SGD_nd,20191228T184759_20191228T185005_T10SGD_nd,20200112T184731_20200112T184730_T10SGD_nd,20200127T184629_20200127T185423_T10SGD_nd,20200201T184611_20200201T185209_T10SGD_nd,20200206T184539_20200206T185139_T10SGD_nd,20200211T184511_20200211T185336_T10SGD_nd,20200216T184439_20200216T184825_T10SGD_nd,20200226T184329_20200226T185152_T10SGD_nd,20200302T184251_20200302T184745_T10SGD_nd,20200327T183929_20200327T184635_T10SGD_nd,20200401T183921_20200401T185234_T10SGD_nd,20200411T183921_20200411T185241_T10SGD_nd,20200416T183919_20200416T185317_T10SGD_nd,20200421T183921_20200421T184607_T10SGD_nd,20200501T183921_20200501T184410_T10SGD_nd,20200511T183921_20200511T184904_T10SGD_nd,20200521T183921_20200521T184912_T10SGD_nd,20200610T183921_20200610T184818_T10SGD_nd,20200615T183919_20200615T185219_T10SGD_nd,20200630T183921_20200630T184506_T10SGD_nd,20200705T183919_20200705T185136_T10SGD_nd,20200720T183921_20200720T184636_T10SGD_nd,20200814T183919_20200814T184525_T10SGD_nd,20200819T183921_20200819T184459_T10SGD_nd,20200903T183919_20200903T184742_T10SGD_nd,20201003T184129_20201003T184314_T10SGD_nd,20201013T184329_20201013T184519_T10SGD_nd,20201018T184411_20201018T185213_T10SGD_nd,20201028T184511_20201028T184911_T10SGD_nd,20201112T184629_20201112T185056_T10SGD_nd,20201122T184709_20201122T184707_T10SGD_nd,20201127T184731_20201127T184935_T10SGD_nd,20201202T184739_20201202T184738_T10SGD_nd,20201207T184751_20201207T185023_T10SGD_nd,20201222T184759_20201222T184802_T10SGD_nd,20201227T184801_20201227T185021_T10SGD_nd,20210101T184759_20210101T184756_T10SGD_nd,20210111T184739_20210111T184945_T10SGD_nd,20210116T184721_20210116T184838_T10SGD_nd,20210121T184659_20210121T185015_T10SGD_nd,20210126T184641_20210126T184719_T10SGD_nd,20210205T184541_20210205T184548_T10SGD_nd,20210210T184519_20210210T184514_T10SGD_nd,20210220T184409_20210220T185436_T10SGD_nd,20210225T184331_20210225T185119_T10SGD_nd,20210302T184259_20210302T184946_T10SGD_nd,20210322T183939_20210322T184948_T10SGD_nd,20210327T184001_20210327T184729_T10SGD_nd,20210401T183919_20210401T184709_T10SGD_nd,20210406T183911_20210406T185242_T10SGD_nd,20210416T183911_20210416T185218_T10SGD_nd,20210526T183921_20210526T185305_T10SGD_nd,class,desc,id,level_2,name,.geo
0000000000000000005a,0.8902724603050811,0.8205024954569415,0.8901737096927559,0.8037088081764547,0.7720626400435687,0.8462107343689398,0.7018219352966036,0.8257274621299144,0.7712610714595952,0.8474719303345845,0.4787400526975314,0.7785840258086196,0.7116960985563767,0.7784080970629051,,0.752929282268012,0.7611370284923971,0.8393972981422032,0.857205237531826,,0.8243490815349025,,,,0.8153383352183843,,,0.5816795978570565,0.516439361449926,0.6951718712177306,0.7073316057877315,0.7402301002009174,0.7271630424220894,0.9441799220052544,0.7712462470732874,0.9692623934639877,0.8825684072151025,0.8761931763278458,0.8273555387469279,0.9166171649284417,0.8736724728177009,,0.8943279108598333,0.7931388690463953,0.6777819917699566,0.7943501616062468,0.8044568206744738,0.8579573096894236,0.7716617308751968,0.8350318533874866,0.8980140849690892,0.7162813865290475,0.709552656553549,0.7205330776590544,0.19215834595148484,0.7725646148698515,0.7995119945607526,0.8285724734425574,0.819065065053799,0.8314461942097836,0.8073626738472378,0.8108074625347222,0.853430310890885,,0.8726517121156512,0.6884534979715765,,0.5602719345211516,0.9906062423651221,0.7243987925978921,0.9901123058540935,0.9617264359343052,0.803488227828031,0.8534304574378839,0.8528483161760677,0.7640581805168725,0.5472486845294091,0.5249231440215719,0.5931196692145334,0.5188246340939585,0.4747317528770363,0.3836870415508505,0.5272809684695745,0.48388615863624396,0.3984531404220314,0.4053605224131806,0.4194854966509545,0.4489162898065842,0.4533150821096173,0.5039750031253553,0.5209321315933962,,0.5143458581514122,,,Vib on Sal,,,,"{""type"":""Polygon"",""coordinates"":[[[-120.5882546308185,34.62773338243657],[-120.58818772384251,34.627675409818586],[-120.58814311917222,34.62767541516862],[-120.58810299251647,34.62771995504037],[-120.58803608546039,34.62773339618145],[-120.58799148073672,34.62777794906437],[-120.58802273916676,34.62782258270487],[-120.58806286584797,34.62785374306264],[-120.58812977288989,34.627822544098514],[-120.5882546308185,34.62773338243657]]]}"
00000000000000000008,0.5906429229683169,0.5986334716771893,0.6041289261216061,0.5621174785709492,0.5650111446867894,0.5815883694599177,0.5555289260552897,0.6289498110867616,0.6208808284433911,0.7001079545126521,0.5143345924343736,0.732372843164667,0.6118840770425845,0.7659327608730332,,0.7662985639939233,0.7589421473391873,0.7832176842730031,0.5229568882830176,,0.7801925160668224,,0.7739789759377155,,0.7861461942753135,,,0.7083195599175997,0.7602778316855597,0.7524513825251536,0.753567614152106,0.7366111458573945,0.738667940268722,0.7674566426979195,0.7057764938618887,0.7341870176727507,0.7213669416132477,0.703463796732243,0.6974119517556044,0.7060314035880304,0.7068210652770381,0.3673494882777194,0.6672086366109247,0.657042354994755,0.47629222972886576,0.6616250687002441,0.6556604924233873,0.6628555072684617,0.6468935944896026,0.678507005866386,0.7040618347106199,0.5853315991026881,0.7861199084547761,0.15222219979702906,0.33490423140770753,0.8120319357135207,0.8255893774374347,0.8329057737392389,0.8300442097630107,0.8272038422420326,0.8185915492896142,0.7891648150016894,0.8193864416874922,,0.820286997285505,0.7256891992706075,,0.6308751523574871,0.8033103587261101,0.7111823936344311,0.7735457725239184,0.7534688564342645,0.711933727144403,0.7234541212930498,0.703943758970776,0.6884374761626106,0.6625693603328886,0.6398976274375431,0.6503777482007271,0.6065867754280951,0.6067060348657466,0.5655339546819039,0.6280426868083804,0.6175709445751052,0.5996443248768167,0.6281057111868539,0.626798531440277,0.6385690624117801,0.6705345776379176,0.777851895556775,0.8042584514306903,,0.2955660769496848,,R,,,,,"{""type"":""Polygon"",""coordinates"":[[[-120.60219816854682,34.603667578864275],[-120.60215804634731,34.603493713889016],[-120.60188605788453,34.603235049999995],[-120.60181029081993,34.603159230132555],[-120.60170765842017,34.60349818987116],[-120.6018727130514,34.60372999545815],[-120.60219816854682,34.603667578864275]]]}"
0000000000000000003b,0.6599364856922854,0.5386804674860243,0.6443442835711266,0.46618224124476043,0.4489699108801227,0.49805794341810844,0.44362894750908477,0.505412320201728,0.45530215199660484,0.5689701457497164,0.4520343801283985,0.6765977286981489,0.7760364127501107,0.8174363412485453,,0.8741302848869572,0.8553896476845898,0.8802718817611281,0.8916150972574097,,0.8328685998968656,,,,0.8578246366287753,,,0.6534906635591917,0.8326264995807371,0.7692869565246704,0.7790647471931326,0.7491358313199857,0.7661953453741014,0.7550759355618064,0.6396398519357348,0.6813523474926102,0.6914894464953927,0.6230677708459463,0.6865778821515213,0.6199810462125616,0.5373684899863681,,0.505259323595778,0.50578009912259,0.4696972788284345,0.49944310073575365,0.49785690134253957,0.4852224978563936,0.4933752573162764,0.5491457908868088,0.5444272700874458,0.6956975030122671,0.7579945324542191,0.14167135583355955,0.1663438344554377,0.866188800919455,0.8831535336024513,0.8935694372118492,0.8727742811257163,0.8641434531584598,0.857961538181094,0.8364051572666232,0.8553375655549803,,0.8242339142537572,0.7076826675927863,,0.5747199814703093,0.7182787506848408,0.5690236639611274,0.6640708085423136,0.640074935888697,0.5963899724536729,0.5967542326250999,0.582944172965733,0.51438008149553,0.48786970668043517,0.46677567445461465,0.4773771851057564,0.47305737035818274,0.44013142189720766,0.4267729533949139,0.46791122794687195,0.46211996329421207,0.41070951369977454,0.4913839808525591,0.46321230813763997,0.4817028900375124,0.5350871546543178,0.5959271745121724,0.6878160081619485,,0.6263013365603073,,R,BacPil Tox,,BacTox,,"{""type"":""Polygon"",""coordinates"":[[[-120.5915810570959,34.6350062025007],[-120.59154988734633,34.634957112838414],[-120.59150080595047,34.63487685071874],[-120.5914606803587,34.63486345283255],[-120.5914339006897,34.63489021959159],[-120.59136708319579,34.634903564152836],[-120.59128674411242,34.634908095161684],[-120.59123775041691,34.63492592583261],[-120.59130017786433,34.63502844375019],[-120.59133582559127,34.63499723547113],[-120.5913849070511,34.63499277400933],[-120.59141159892826,34.635019529121145],[-120.59149193793239,34.63502402901231],[-120.5915810570959,34.6350062025007]]]}"
0000000000000000001c,0.668962471478433,0.5604096343032915,0.6095437630655217,0.6194940000971761,0.55590284284738,0.5904247068273214,0.4832715729842809,0.6219077059162087,,0.6344396483942246,0.384132070089863,0.6604039072476128,0.7349787327001418,0.6504449751299762,,0.7354924660668491,0.5835555049445207,0.6579076239712341,0.6399186342042992,,,,,,0.2063301173050928,,,,0.6959521007533868,0.6492126545456735,0.7400958855115761,0.5931925318005409,0.7073888238400388,0.6503238357168972,0.5496714342697113,0.7640069747357777,0.7590848063890447,0.7592670062119361,0.7236525691896504,0.7448704633630239,0.5619335606887567,,0.6146398487196671,0.5922907755714365,0.5363976021452072,0.6034200707921503,0.5844407271680115,0.5636582698567456,0.6344864479544302,0.5928173272325998,0.6088983282293997,0.6915864759786514,0.6868542921456964,0.6757844757747085,0.6092460400870202,0.6546573214837178,0.6091279812555926,0.6022017567080381,0.5380986058016205,0.6057003264450852,0.6173118610713665,,0.6172718879125756,,0.7059934382719707,0.45245308490217917,,0.5039689300838491,0.6790623083191311,,0.6565619665224759,0.6617525720608691,0.6031993376816048,0.6033347136833607,0.3666972534070711,0.5471893233640758,0.5559628058422262,0.46012565746116796,0.586542534785456,0.5883313804327021,0.5484016394951985,0.47301444893851163,0.5571925377148715,0.5178283390393643,0.32508978457195753,0.6095405781210438,0.5317654256850834,0.5871104780560581,0.5901397043655684,0.6036696339820176,0.686016358991089,,0.6478465858817172,,R,,,HetArb,,"{""type"":""Polygon"",""coordinates"":[[[-120.60524373116728,34.65113920497547],[-120.60522143184023,34.65110795927681],[-120.60519474287666,34.65109904588557],[-120.60517244354094,34.651090142221754],[-120.60513671192,34.6510857200069],[-120.60511441257404,34.651107957511876],[-120.605096590653,34.651134771301805],[-120.605096590653,34.65117042679666],[-120.60511002293855,34.651192725207835],[-120.60514566677435,34.651210561619806],[-120.6051813106001,34.651215008084876],[-120.60522143184023,34.65119273665095],[-120.60524373116728,34.65117486043357],[-120.60524373116728,34.65113920497547]]]}"
00000000000000000048,0.6595137557238047,0.6043982436813095,0.6106885803277067,0.5335377337993297,0.5463811404995182,0.5640826500038235,0.5480157426685365,0.6285114219936513,0.6947327608326027,0.8091462143913674,0.542725486429774,0.8466812318663531,0.7981935292138773,0.8666154371502067,,0.8591340207130072,0.8602180201828791,0.8720962942049038,0.8855922806990604,,0.8139156049427909,,,,0.7286421998666629,,,0.784990279082285,0.7559627217644842,0.8135997835675931,0.8088438948822043,0.8251529840370797,0.7865928631626582,0.8561208017082107,0.7941963473045708,0.8051444911701909,0.7397090680688451,0.7177049576794992,0.7184999383907393,0.7212690127766522,0.7169075193422041,,0.5515930874151763,0.5155005324583034,0.46370285818217044,0.5225628461233516,0.5155386254276441,0.532457716002008,0.5097440220566488,0.5845169164168426,0.6632316965002542,0.7974289965433162,0.8194621185143209,0.8185527328689942,0.278417373009553,0.8422469350255402,0.868032798733053,0.8770200351761419,0.8724803869884475,0.8576371628437683,0.8401510162538347,0.8283076007085128,0.8400925111220799,,0.8362390927168947,0.7552231449426345,,0.6598741338877759,0.8792905398559276,0.7931057143715126,0.8489553614433382,0.8234583339885387,0.7424147998660636,0.7461727757766292,0.694767474332501,0.6563855602570383,0.5167385039687843,0.5102379074408309,0.5047020209612753,0.4874780772604745,0.4817616566525195,0.45000139372097153,0.49679730791283316,0.5195949266691089,0.5073941773421886,0.5491530060264954,0.5752640611588397,0.6080267762523135,0.7032754303629688,0.8299230409785447,0.8086416599998658,,0.14195627040586836,,R,Several,,PopTri,,"{""type"":""Polygon"",""coordinates"":[[[-120.58958784591992,34.63036426652908],[-120.58956106585484,34.63033301683481],[-120.58951654947177,34.630310726415665],[-120.58945851132366,34.63031521201566],[-120.5894095169207,34.630275024481456],[-120.58936939066616,34.630275018009094],[-120.58934261055488,34.63030630089181],[-120.58930696226678,34.63029732610827],[-120.58928466013069,34.630292928423316],[-120.58924901182631,34.63031518171686],[-120.58924005584677,34.63035531473625],[-120.58924901182631,34.63039547158061],[-120.58928466013069,34.630431158593765],[-120.5892935283034,34.6304445508918],[-120.58925788000148,34.63043557613308],[-120.58923109986661,34.63044007020549],[-120.58919097355556,34.63047573104988],[-120.58917314939141,34.63052030538073],[-120.58920879771716,34.63055155308385],[-120.5892935283034,34.630622887366954],[-120.58932926439893,34.63064515558898],[-120.58937825883292,34.630645159872294],[-120.58942734105158,34.630605033362805],[-120.58943620921426,34.6305604854697],[-120.58942734105158,34.630502470868805],[-120.58942286306818,34.630471256049006],[-120.5894808134291,34.630466794688154],[-120.58949863754992,34.63049355492208],[-120.589529895608,34.63051139701936],[-120.58957002181164,34.630502448280176],[-120.58957897776784,34.630471270456205],[-120.58955667567969,34.630435568347764],[-120.58958784591992,34.630404373087856],[-120.58958784591992,34.63036426652908]]]}"
0000000000000000004a,0.609748638676487,0.6033850882758498,0.5551571067662382,0.5448035484600542,0.5699867187586222,0.5839485765396444,0.571191698777589,0.5769693797519492,0.6370011976336216,0.758755957473956,0.5257129047532118,0.8028809714718683,0.736248052142813,0.8293146840468862,,0.7962075254717548,0.8284327321876945,0.8202784611747882,0.8321056696988796,,0.7030061379585454,,,,0.7023638506414145,,,0.6891173694460988,0.60134942738639,0.6851429426431143,0.6485675133749687,0.7276660478552337,0.6565598607241696,0.7348426803238006,0.7286595397652834,0.6708254101793736,0.6876072126625598,0.6392550638988783,0.6482639463707295,0.6181523657646341,0.6556090980056236,,0.5434779587920265,0.4819199204086965,0.41638392032355376,0.48939667416629967,0.44957483527463704,0.4940829745692925,0.4393099114012341,0.49344912980363625,0.5780246219065558,0.7231734379592951,0.7376763724967942,0.7237708168636957,0.2907875693727033,0.7565077903668245,0.7983658483891782,0.7959893544437155,0.792184101620495,0.7595846420636264,0.7208604804936385,0.7365203341568957,0.6946472707261314,,0.6739872563165766,0.6645754914875444,,0.5487305646823221,0.8130832939915731,0.7557012570937122,0.7254442018085538,0.7063360100630526,0.6329802090890803,0.6537820392485455,0.5976560806394177,0.6154776509293156,0.4712023169949623,0.4938563204852719,0.47679317755996403,0.4379269005371096,0.4264654871573096,0.4162961338836415,0.4663751679536256,0.47499871957772827,0.43044383863853053,0.4701816619572178,0.5234715938817993,0.49271474590215536,0.5984991987694008,0.7514380678536611,0.6849576055473524,,0.16871504024060435,,R,,,PopTri,,"{""type"":""Polygon"",""coordinates"":[[[-120.58921327570813,34.63044897720497],[-120.5891642812103,34.63043113909008],[-120.5891285450682,34.63043114365426],[-120.58909289671983,34.63045791273709],[-120.5890839407293,34.63048021204816],[-120.5891419790491,34.63052027252479],[-120.5891642812103,34.63052030746103],[-120.58921327570813,34.63044897720497]]]}"
0000000000000000007d,0.519319139716473,0.5137105537209616,0.5309806693393687,0.44589805541309163,0.44544881059875485,0.48559987312261915,0.4453653355151753,0.5097391546043447,0.476887327775269,0.5686569974533486,0.5534807033258468,0.6283601194290753,0.6697958415784975,0.6867811734765407,,0.7242316983104284,,0.7311264056352516,0.747930241852793,,0.7374574095559745,,0.7275166592975076,,0.7246887964587918,,,0.6624221783644648,0.7128593534347294,0.6967137912636485,0.7054137047723161,0.6840975441774604,0.6937252076552761,0.7181884524272087,0.6669322584394312,0.707201794182203,0.721450829376958,0.6934566594722654,0.6941392481044116,0.6787585683994848,0.6587276249762264,,0.6212945810653935,0.6149063185386255,0.6009690969462508,0.5992467878748254,0.59992519291785,0.5897616279140193,0.5910265029539208,0.6238508511187757,0.633461702339579,0.12792792792792795,0.7148192938342731,0.0849023090586146,0.7022723422131648,0.7505505394275159,0.7813109647083599,0.7924083970955799,0.8015812554877645,0.8072416791967013,0.7995290047249117,0.7814509586620173,0.8056124364353998,,0.8016047607877502,0.7159203320904073,,0.6022053584187871,0.77472106861311,0.6982955878217653,0.7477787587467392,0.7143320352491304,0.6735112011955358,0.6717315878970799,0.6646543033665608,0.618628130843509,0.6008114570963882,0.5652964375499125,0.5996813678925004,0.604438638566783,0.5836828176081554,0.557238191358559,0.5900340372145015,0.5810063260688223,0.5870375256611778,0.595684171911921,0.5821404588123997,0.5941300322890318,0.6364232210494272,0.6843929301725923,0.7172570870120126,0.2377167630057804,0.39033987597155095,0.3211442781930305,R,,,SalLae,,"{""type"":""Polygon"",""coordinates"":[[[-120.57328537819645,34.60205340297615],[-120.57322742043034,34.60198655733398],[-120.57323189898592,34.60195086353173],[-120.5731338098007,34.601892878972876],[-120.57308024271138,34.60184832799412],[-120.57301780628855,34.60179925806173],[-120.57297328409486,34.601826024293985],[-120.5730044584136,34.60189291545748],[-120.57304011128699,34.60193299497425],[-120.57306689484297,34.60194190874262],[-120.57304458984922,34.601999906838806],[-120.57308472127215,34.60203561013014],[-120.57307137340423,34.60206678509609],[-120.5731115048187,34.602106929459296],[-120.57311598337839,34.60215592349175],[-120.57315611477873,34.60216038558858],[-120.57317833193804,34.6021292117649],[-120.57325859468662,34.60211585368636],[-120.57328537819645,34.60205340297615]]]}"
0000000000000000007e,0.6305245914118106,0.6075020674330449,0.6335171528049842,0.5781837996791115,0.5687507593138493,0.6209831657333649,0.5640361380157859,0.6219598662867869,0.6073981795612294,0.6786155523069013,0.5892036577063242,0.7239110186766351,0.7655607592299649,0.7697961353882729,,0.7888058399966626,,0.792775689939795,0.805383654959332,,0.7928872168509017,,0.7784858827372763,,0.7853980293260603,,,0.7067874305288577,0.7400409191765608,0.7370111648286706,0.7438980417913171,0.7186043548885066,0.7405690590839294,0.7600352224098978,0.692112314641212,0.7474295673821225,0.7389241027563662,0.7324715988336239,0.7144764178408389,0.7247687030113918,0.7023007376168579,,0.685687995876821,0.6611199766674687,0.6336625176763581,0.6272582172964185,0.6310401675886753,0.6101828167618049,0.632198431231735,0.6352408738803886,0.6522200565026935,0.13003012302646008,0.7700841350877662,0.09061107326026788,0.7777256262532493,0.8072939641526976,0.8323558933784739,0.8434102799579236,0.8440311567729316,0.8484123374409355,0.8342618786978697,0.8182700499464864,0.8386510290146656,,0.8383516138781485,0.7571652054742869,,0.6404678851754159,0.7980297505336319,0.7217920129993257,0.7874670096753932,0.7658715585459924,0.7381808933278357,0.7346225821106364,0.7177844729538039,0.6392158101994622,0.6039331757169711,0.5773894619654666,0.6115716104809465,0.6307033730293927,0.6292684500676857,0.5967289523604393,0.6216478299591907,0.6215299105294767,0.6262789346193123,0.6394167954796997,0.6052039605422569,0.6160692959590338,0.6301438540581663,0.6781831071836512,0.7479273126509275,0.307066603095654,0.6435513760473809,0.26283602387717914,R,,,SalLae,,"{""type"":""Polygon"",""coordinates"":[[[-120.57361090715736,34.60214261038067],[-120.57358412371626,34.602071214894835],[-120.57350386117365,34.60204000882285],[-120.57347268697764,34.60200880035603],[-120.57347268697764,34.60195527709592],[-120.57345925133588,34.60193302959927],[-120.57335229303891,34.601937449851896],[-120.57335229303891,34.60198653203325],[-120.57339242436453,34.60203555851528],[-120.57338346726449,34.6021024282892],[-120.57341025074798,34.60214702402335],[-120.57340129364921,34.602156005999106],[-120.57341025074798,34.60222282936301],[-120.57351281826514,34.602236237227764],[-120.57354399245129,34.602205040232924],[-120.57361090715736,34.60214261038067]]]}"
0000000000000000007f,0.5584798423546128,0.532513287230243,0.5323140403838273,0.48367073362186813,0.486358224778788,0.5271487456812564,0.49632078730357204,0.5504268820957103,0.514642648601202,0.5699392839235661,0.556312474859155,0.6837454917058763,0.7376977803089579,0.7624072757283465,,0.78879113668759,,0.7922935721434298,0.6930510187602876,,0.7795312728393732,,0.7666918124057241,,0.7749661956311744,,,0.6925374927720477,0.7598018081808429,0.7230988283050827,0.738212095684296,0.7030284903574303,0.7287504960210345,0.7548128737168164,0.6837943934259244,0.7403768179723224,0.7237511023514291,0.7041011215478808,0.6922464867521511,0.6839681965677966,0.651846563840036,,0.6503867190269854,0.6361756847809091,0.632583125701846,0.6489000973271125,0.6444886218801443,0.6386171705623821,0.6269759399841177,0.6562826463072663,0.67895041619538,,0.761332158591477,,0.7781505191359649,0.7931439292090557,0.82778535913465,0.8376526021932386,0.8347987784821574,0.8422128096212013,0.8237675665612236,0.7992635166752498,0.81298979515723,,0.8225831343157564,0.7260255829638872,,0.614115862777487,0.7706586625604792,0.6787937493534806,0.7510655265315902,0.7195426738450054,0.6726200651157945,0.6728738538992605,0.6693176538641749,0.6535515939960174,0.6203644347904307,0.6038885091570182,0.6190767804903856,0.6214549426313792,0.6096343169944094,0.5887126390839408,0.6197564774850873,0.6402355424469227,0.6218022340419367,0.6371082558461572,0.6370518977438276,0.6448113831068721,0.6799839150826755,0.7220256630628178,0.7409443061880047,,0.5347566662247645,0.3696229244293351,R,,,SalLae,,"{""type"":""Polygon"",""coordinates"":[[[-120.57399439272513,34.6008806378432],[-120.57398543566761,34.60083165498901],[-120.57393195675222,34.60080484429711],[-120.57389630412943,34.60086729443022],[-120.57386065149666,34.600898503209756],[-120.5738427373621,34.600943114300954],[-120.57385169442968,34.601014456117966],[-120.57394530452959,34.601072452350955],[-120.57399439272513,34.60099212637466],[-120.57394530452959,34.60092084024957],[-120.57399439272513,34.6008806378432]]]}"
00000000000000000019,0.7030436077757269,0.6581477112534079,0.6429875068525492,0.4994465494999707,0.48668085698427765,0.5157138163217466,0.4052501344889409,0.5369147134226251,,0.6599962325131414,0.3981495407335368,0.7303555121556571,0.7514793427106821,0.7884731487834311,,0.8143654319532023,0.7977883743280433,0.8212854057004596,0.8535646177672515,,,,,,0.22464978749205292,,,,0.7938098014781949,0.796155433271802,0.8111697790778957,0.7847087771686543,0.7878537136852196,0.833049760261105,0.7265209617822633,0.7915500341681633,0.7584486264539823,0.7445793934292891,0.7290513277647448,0.739329699491972,0.7213569937176653,,0.5848273306774093,0.5369489181446101,0.49019466782481996,0.5164565839899636,0.5152259351426554,0.5095934898611837,0.5153879540249419,0.5682036249166283,0.6002381536814103,0.6911714199112778,0.727909058622828,0.7547246831341508,0.5221154736272868,0.7682925266678035,0.7723112375499989,0.7727539632088619,0.7125317301099645,0.7072371516413706,0.6919046582440267,,0.7052950177725199,,0.7963705156933306,0.6133639569864289,,0.5507312231464601,0.7879387023481447,,0.7545471798192592,0.7212482323079927,0.6653692212639651,0.6828403327666139,0.46418224133690744,0.6412546672378249,0.5880310491613115,0.5514416200094665,0.565716815436724,0.5282921853878639,0.5140780457017101,0.4411389430355091,0.5021702251098745,0.4971691145654436,0.21457249626831343,0.5228868007048972,0.5185497148133154,0.5332672769691953,0.59786908544861,0.6781405748539543,0.7081320381382925,,0.672484027192994,,R,And SalLas,,SalLae,,"{""type"":""Polygon"",""coordinates"":[[[-120.60640311517064,34.651223950109795],[-120.60629609690493,34.651232825316455],[-120.60621585509419,34.651201620616774],[-120.6060687157115,34.65119718856362],[-120.60606423831709,34.65129973106649],[-120.60593044316413,34.651313107002636],[-120.60579225825774,34.65128186572239],[-120.60565398540797,34.65120160324809],[-120.6055023679569,34.65118379496802],[-120.6054399475174,34.6512105528233],[-120.60542212564228,34.651272945462686],[-120.60537752704711,34.65131757351166],[-120.60531958396696,34.65129970928096],[-120.60519913250918,34.651429059607004],[-120.605159011262,34.65162080863015],[-120.60514566677435,34.65179466658997],[-120.6051501442013,34.65211126380669],[-120.60524820859077,34.65213355928078],[-120.60535522774366,34.65213807442596],[-120.60541764822496,34.652182626558016],[-120.60551132278535,34.65216030495862],[-120.60560938689463,34.65212016547978],[-120.60565398540797,34.652160313774175],[-120.60570753872008,34.65216921558108],[-120.60576995902743,34.652155847209265],[-120.60580560267715,34.65220490005892],[-120.6058769777386,34.65220489210316],[-120.6060018181551,34.652200496793476],[-120.6060820601017,34.652195969486186],[-120.60618021156016,34.65218258465063],[-120.60619803332843,34.65215140981663],[-120.60621585509419,34.65208006587551],[-120.60625149861816,34.65204441905822],[-120.6063540395375,34.65201765409433],[-120.60640311517064,34.651977525611365],[-120.60638977081432,34.65186155207271],[-120.60640311517064,34.651223950109795]]]}"
